DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
2023/11/07 16:41:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,0,3.07,0.06,2.8,-13.48345,-47.95247
2023/11/07 16:41:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,0,3.24,0.0,2.2,-13.71841,-47.96208
2023/11/07 16:41:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,0,3.25,0.0,2.2,-13.71508,-47.9626
2023/11/07 17:34:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,0,0.5,0.01,5.8,-13.19378,-47.59805
2023/11/08 16:24:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,3.52,0.01,4.1,-13.54143,-47.36524
2023/11/08 16:24:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.03,3.9,-13.24172,-47.51148
2023/11/08 16:24:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,1,0.0,0.51,4.0,-13.71654,-47.68953
2023/11/08 16:24:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.08,3.6,-13.25856,-47.60802
2023/11/08 16:24:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,1,2.69,0.01,7.2,-13.60138,-47.45039
2023/11/08 17:13:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.08,7.1,-13.26384,-47.60675
2023/11/08 17:13:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.01,4.9,-13.37983,-47.38816
2023/11/08 17:13:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.08,8.7,-13.26284,-47.60395
2023/11/09 01:26:00,TERRA_M-M,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.18,6.5,-13.26541,-47.60186
2023/11/09 04:23:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.18,1.6,-13.26241,-47.60452
2023/11/09 16:05:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.19,3.1,-13.26918,-47.60651
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.06,5.5,-13.31495,-47.4107
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.07,8.0,-13.69382,-47.62811
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.21,0.27,20.2,-13.57357,-47.95602
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,1,0.19,0.17,5.0,-13.48332,-48.0648
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.07,3.3,-13.43959,-47.39616
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,0,0.0,0.24,4.0,-13.40779,-48.06841
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,0,0.01,0.24,4.0,-13.40715,-48.06449
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,0,0.0,0.25,4.0,-13.40429,-48.06905
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,0,0.0,0.24,4.0,-13.40366,-48.06512
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.07,5.4,-13.40009,-47.40394
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.09,4.8,-13.38244,-47.45385
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.06,6.2,-13.31565,-47.41494
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.19,8.5,-13.26886,-47.60879
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.05,8.4,-13.14971,-47.61042
2023/11/09 16:56:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.04,5.4,-13.14835,-47.60207
2023/11/09 17:24:00,AQUA_M-T,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.2,0.28,15.6,-13.57429,-47.95003
2023/11/09 17:24:00,AQUA_M-T,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.2,0.26,30.6,-13.57581,-47.95999
2023/11/09 17:24:00,AQUA_M-T,Brasil,GOIÁS,CAVALCANTE,Cerrado,0,0.0,0.25,17.7,-13.40849,-48.07204
2023/11/09 17:24:00,AQUA_M-T,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.07,12.4,-13.39914,-47.40234
2023/11/10 04:04:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.29,2.4,-13.67706,-48.00421
2023/11/10 04:04:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.28,1.7,-13.67625,-48.0086
2023/11/10 12:57:00,TERRA_M-T,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.1,0.12,9.0,-13.1253,-47.56845
2023/11/10 16:37:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.21,4.0,-13.60706,-47.43584
2023/11/10 16:37:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.08,0.28,4.5,-13.46967,-48.04821
2023/11/10 16:37:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.54,9.1,-13.6518,-47.91414
2023/11/11 01:09:00,TERRA_M-M,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.53,4.0,-13.56537,-47.94592
2023/11/11 03:44:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.29,1.0,-13.31519,-47.85768
2023/11/11 03:44:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.54,1.1,-13.55791,-47.9465
2023/11/11 03:44:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.53,1.1,-13.5638,-47.94794
2023/11/11 04:33:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.54,1.5,-13.55967,-47.94568
2023/11/11 04:33:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.53,1.5,-13.56305,-47.94621
2023/11/11 04:33:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.52,1.6,-13.55801,-47.95671
2023/11/11 04:33:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.55,1.1,-13.54293,-47.5425
2023/11/11 04:33:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.29,3.5,-13.39318,-47.39925
2023/11/11 04:33:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.45,2.1,-13.35267,-47.5516
2023/11/11 04:33:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.53,1.6,-13.55518,-47.95253
2023/11/11 04:57:00,AQUA_M-M,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.29,6.5,-13.31549,-47.85718
2023/11/11 16:17:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.54,6.2,-13.56531,-47.94123
2023/11/11 16:17:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.21,2.6,-13.69404,-47.6291
2023/11/11 16:17:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.21,6.9,-13.69253,-47.62772
2023/11/11 16:17:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.54,6.2,-13.5607,-47.94165
2023/11/11 16:17:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.54,7.6,-13.55665,-47.94658
2023/11/11 16:17:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.53,7.6,-13.55267,-47.95206
2023/11/11 16:17:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.29,6.0,-13.38704,-47.40897
2023/11/11 16:17:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.43,3.1,-13.3149,-47.83115
2023/11/11 16:17:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,21.4,-13.88599,-47.94137
2023/11/11 16:17:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.56,21.4,-13.88199,-47.94682
2023/11/11 16:17:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,21.4,-13.88138,-47.94191
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.56,5.3,-13.88367,-47.94632
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,5.3,-13.87887,-47.9433
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,5.3,-13.88301,-47.94252
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,0.0,0.46,4.1,-13.4128,-48.0565
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,4,0.0,0.28,6.9,-13.43871,-47.34432
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,5.2,-13.89477,-47.93648
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,5.2,-13.89411,-47.93264
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,13.7,-13.89063,-47.93721
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,13.7,-13.88997,-47.93341
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,10.2,-13.88235,-47.93874
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.43,3.9,-13.32311,-47.55484
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.43,3.9,-13.32232,-47.55046
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.44,3.9,-13.32739,-47.55404
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.43,3.8,-13.32155,-47.54617
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,5.2,-13.89892,-47.93577
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.56,5.3,-13.87954,-47.94709
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,29.6,-13.88715,-47.94174
2023/11/11 17:09:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.55,13.7,-13.88648,-47.93794
2023/11/12 00:52:57,METOP-B,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.38,,-13.841300010681152,-47.93009948730469
2023/11/12 00:52:57,METOP-B,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.32,,-13.843000411987305,-47.937400817871094
2023/11/12 00:53:02,METOP-B,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.45,,-13.513099670410156,-47.93880081176758
2023/11/12 00:53:07,METOP-B,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.58,,-13.833200454711914,-47.93980026245117
2023/11/12 00:53:07,METOP-B,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.69,,-13.831500053405762,-47.932498931884766
2023/11/12 00:53:13,METOP-B,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.42,,-13.503299713134766,-47.941200256347656
2023/11/12 04:16:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.29,3.4,-13.39326,-47.39055
2023/11/12 04:16:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.0,0.56,2.0,-13.55137,-47.94091
2023/11/12 04:16:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.59,3.2,-13.88724,-47.92775
2023/11/12 04:16:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.01,0.66,2.0,-13.55566,-47.93747
2023/11/12 04:16:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.3,1.8,-13.40031,-47.39172
2023/11/12 04:16:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.29,1.8,-13.3968,-47.39105
2023/11/12 04:16:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,0.08,0.56,2.5,-13.56285,-47.93889
2023/11/12 04:16:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.3,2.9,-13.40663,-47.39727
2023/11/12 04:16:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.3,2.9,-13.40381,-47.39242
2023/11/12 04:16:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.3,2.9,-13.40314,-47.39644
2023/11/12 04:16:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.3,3.1,-13.40246,-47.40047
2023/11/12 05:05:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.3,3.7,-13.40762,-47.39585
2023/11/12 15:58:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.59,6.9,-13.88901,-47.92775
2023/11/12 15:58:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.59,6.9,-13.89589,-47.93237
2023/11/12 15:58:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.59,8.6,-13.89191,-47.92962
2023/11/12 15:58:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.59,6.7,-13.8856,-47.93021
2023/11/12 15:58:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.59,4.2,-13.88506,-47.92495
2023/11/12 16:49:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.47,1.8,-13.34956,-47.55212
2023/11/12 16:49:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.48,1.8,-13.35016,-47.55591
2023/11/12 16:49:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.24,20.1,-13.38283,-47.42576
2023/11/12 16:49:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.31,6.6,-13.39129,-47.4135
2023/11/12 16:49:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.67,4.1,-13.57067,-47.7737
2023/11/12 16:49:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.59,4.1,-13.57401,-47.77314
2023/11/13 00:32:22,METOP-B,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,0.0,0.48,,-13.331199645996094,-47.5443000793457
2023/11/13 00:32:50,METOP-B,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,0.0,0.46,,-13.301799774169922,-47.55070114135742
2023/11/13 03:55:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,0.0,0.32,2.9,-13.3789,-47.4147
2023/11/13 04:48:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,1.84,0.71,1.7,-13.66398,-47.97356
2023/11/13 16:30:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.17,0.71,7.5,-13.56446,-47.77734
2023/11/13 16:30:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.21,14.5,-13.31959,-47.35015
2023/11/13 16:30:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,0.0,0.52,6.3,-13.3496,-47.5666
2023/11/13 16:30:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,0.0,0.52,6.8,-13.35323,-47.56594
2023/11/13 16:30:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,0.0,0.52,9.1,-13.35376,-47.56974
2023/11/13 16:30:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,0.0,0.32,4.1,-13.37947,-47.40913
2023/11/13 16:30:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.12,0.86,7.5,-13.56385,-47.77277
2023/11/13 16:30:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.2,0.7,7.3,-13.56816,-47.77678
2023/11/13 16:30:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.12,0.79,8.3,-13.56693,-47.76772
2023/11/13 17:19:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,1.74,0.45,5.9,-13.66648,-47.97781
2023/11/13 17:19:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.18,0.66,4.8,-13.56397,-47.77876
2023/11/13 17:19:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.14,0.75,4.8,-13.56337,-47.77567
2023/11/13 17:19:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.11,0.83,5.5,-13.56276,-47.77255
2023/11/13 17:19:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.65,6.4,-13.54163,-47.94581
2023/11/13 17:19:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,1.68,0.34,5.9,-13.66702,-47.98071
2023/11/14 04:27:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,0.0,0.28,2.2,-13.54592,-47.28491
2023/11/14 04:27:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.6,2.8,-14.12055,-47.7865
2023/11/14 04:27:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,1,0.0,0.45,1.6,-13.66716,-47.98232
2023/11/14 04:27:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,8,0.0,0.33,1.2,-13.3985,-47.38589
2023/11/14 04:27:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,8,0.0,0.33,1.2,-13.39905,-47.38231
2023/11/14 04:27:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,0.0,0.45,2.2,-13.66328,-47.98532
2023/11/14 04:27:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,1,0.0,0.66,0.9,-13.66163,-47.97412
2023/11/14 04:27:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,1,0.0,0.52,1.0,-13.66107,-47.97768
2023/11/14 04:27:00,NPP-375D,Brasil,GOIÁS,CAVALCANTE,Cerrado,1,0.0,0.45,1.0,-13.66051,-47.98123
2023/11/14 17:02:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,0.0,0.35,6.5,-13.45495,-47.37815
2023/11/14 17:02:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,0.0,0.35,6.3,-13.45107,-47.37916
2023/11/15 04:59:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,2,7.79,0.18,2.9,-13.62914,-47.96553
2023/11/15 04:59:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,11.94,0.03,2.4,-13.32629,-47.85761
2023/11/15 04:59:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,12.03,0.03,3.0,-13.32356,-47.85624
2023/11/15 04:59:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,11.91,0.03,2.7,-13.32291,-47.86126
2023/11/15 04:59:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,12.04,0.03,2.4,-13.32138,-47.85728
2023/11/15 04:59:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,11.93,0.03,2.4,-13.32078,-47.86224
2023/11/15 04:59:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,12.02,0.03,1.6,-13.31803,-47.86068
2023/11/15 04:59:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,5,11.89,0.03,1.6,-13.31739,-47.86565
2023/11/15 13:03:00,TERRA_M-T,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,11.99,0.03,15.8,-13.32148,-47.85897
2023/11/15 16:43:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,5.61,0.14,3.5,-13.55532,-48.03951
2023/11/15 16:43:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,5.4,0.15,3.4,-13.55385,-48.04379
2023/11/15 16:43:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,5.37,0.15,3.4,-13.5505,-48.04432
2023/11/15 16:43:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,3.74,0.09,7.7,-13.69831,-48.04612
2023/11/15 17:32:00,NOAA-20,Brasil,GOIÁS,CAVALCANTE,Cerrado,3,3.74,0.09,7.4,-13.69835,-48.04621
2023/11/16 16:24:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,6,2.5,0.02,4.5,-13.53494,-47.2829
2023/11/16 16:24:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,8,3.1,0.02,8.2,-13.44178,-47.38828
2023/11/16 16:24:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,1.63,0.02,7.9,-13.34782,-47.55968
2023/11/16 16:24:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,1.6,0.02,21.8,-13.34437,-47.55898
2023/11/16 16:24:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,1.6,0.02,7.9,-13.34384,-47.56043
2023/11/16 16:24:00,NPP-375,Brasil,GOIÁS,CAVALCANTE,Cerrado,7,1.61,0.02,7.9,-13.3432,-47.55571
